mpid,e_form (eV/atom),composition
mp-542403,-0.23354109875000084,Co1Ho1Sn2
mp-542437,-0.2349314513157897,Gd2Zn17
mp-555729,-0.23547525761629914,C6Cu2H10N4S3
mp-567341,-0.2402242906250001,C2Co1Pr1
mp-567701,-0.2337002362295081,Al40Ba21
mp-567798,-0.2394568012500001,As1Hg4I5
mp-567841,-0.2316897658571428,Be3P2
mp-571053,-0.2393973783333324,Al5Mo1
mp-568746,-0.2330601183333331,Bi2Pd1
mp-568953,-0.2320450919999999,Ag4Lu1
mp-569084,-0.2326875504999997,Au1C2Cl1H3N1
mp-569382,-0.23591464562499986,Ga1Nd3
mp-569426,-0.2388089183333332,Sr1Zn2
mp-569849,-0.23859339447368424,Li15Si4
mp-569859,-0.23013022187499965,Mn1Sn1Te4Tl2
mp-570051,-0.23132606187499996,Hg1Sn1Te4Tl2
mp-570356,-0.2332870495833337,Ca5Ir1
mp-570400,-0.2309582870588233,Al10Ba7
mp-571626,-0.2397958562500004,Co2Ga7Mg3
mp-581987,-0.23635215478260815,Dy1Rh2Zn20
mp-582028,-0.2305522924759998,Mn3N1Rh1
mp-582240,-0.23811621080985915,Cd58Sm13
mp-583429,-0.231179017314782,C6Cu1H8N6O2
mp-605172,-0.2341860909131813,As2Br3C16Cu3H16N2O2
mp-623751,-0.2386691562500003,Ni1Tb3
mp-630851,-0.2390438310775864,Cs3Na1Pb4
mp-634930,-0.24101763896499984,H3Yb1
mp-636368,-0.2321811918749992,Fe1Ga3
mp-643273,-0.22966989704000024,H2Na1Pd3
mp-644742,-0.2326983296257136,Mo4N1Ni2
mp-646824,-0.2296265956818182,Ag8Ca3
mp-647220,-0.2386081662053573,Cd85Pd27
mp-675332,-0.2341476006666665,I4In1
mp-680646,-0.2312789449999997,Ni1Sn1
mp-683972,-0.2313102029515816,Ag4C8Cs5I1N8
mp-684856,-0.23571917676658166,As24S25
mp-685956,-0.2371541808658857,As3In4Se1
mp-686764,-0.2410306669444447,Ca5Fe1Pb3
mp-698212,-0.2378442713999999,Ce3Zn22
mp-7473,-0.22982610500000036,Cu2Li1Si1
mp-758104,-0.2300895343749998,Mn11Pd21
mp-758974,-0.23464384350762285,B18C8Fe1H32S2
mp-8093,-0.2334279016666668,Ba2Cd1
mp-8211,-0.2375317516666667,Ga1Ge1Te1
mp-8331,-0.2296482615789473,Li12Mg3Si4
mp-862589,-0.237052109375,Pt1Re3
mp-862764,-0.23945522875000025,Ca2Li1Rh1
mp-862991,-0.2366194350000006,Ag1Pm2Ru1
mp-863652,-0.23787718999999985,Cd1Ho2Os1
mp-864809,-0.2391833691666667,Ac1Zn3
mp-865039,-0.2377305750000005,Hf1Sn1Tc2
mp-865051,-0.2360707912500002,Ca2Na1Tl1
mp-865114,-0.23328921875,Dy1Na1Tl2
mp-865124,-0.2305577345833334,In1Na1Sr2
mp-865238,-0.23653015249999945,Al1Lu2Mg1
mp-865241,-0.2353948174999996,Nb1Os2Tm1
mp-865349,-0.2322101212500005,Gd1Li2Tl1
mp-865363,-0.23874214624999898,Mg1Ru1Tm2
mp-865471,-0.2367805225000001,Ga1Tc2V1
mp-865656,-0.2341347716666675,Mn2Ti1W1
mp-865780,-0.2296533891666659,Ga1Mn2Ti1
mp-865932,-0.24018012000000025,Ce1Li2Pb1
mp-867239,-0.23939597000000035,Ag1Ce2Pb1
mp-867304,-0.2305710287500009,Be1Fe2V1
mp-867349,-0.2287973212500001,Dy2Mg1Tl1
mp-867362,-0.23759944193333346,In7K2Sr1
mp-867776,-0.2379774137499995,Dy2Li1Os1
mp-8792,-0.23656512509740266,C6Ni60Yb11
mp-900,-0.23380152179687475,Rh1Se1
mp-9312,-0.2323884793749995,C2Ni1Pr1
mp-934,-0.2309302325,Li1Tl1
mp-941,-0.2383622323809525,As2Ni5
mp-952566,-0.2385640783333329,Na1Sb1Sn1
mp-971737,-0.23794831500000055,Os1Ru1V2
mp-971754,-0.2392123143749991,Re1V2W1
mp-971957,-0.2362801275000006,Pb1Tm3
mp-973300,-0.2302030299999993,Ga1Lu3
mp-973625,-0.23753772249999994,Al1Lu2Tc1
mp-973771,-0.2348568949999996,Hg1Lu2Mg1
mp-973979,-0.2384157975000001,Fe1Li1Pd2
mp-974973,-0.23577475125000105,Hf1Zn2Zr1
mp-975609,-0.24061654374999986,Li2Pb1Tl1
mp-976600,-0.23295512249999994,Hf2Li1Tc1
mp-977364,-0.22976694874999914,Ho1Os2Pa1
mp-978252,-0.2408493297368421,Ce2Zn17
mp-978261,-0.2374546649999996,Be2Co1Mn1
mp-978520,-0.2372327356249997,Dy1Ru2Sm1
mp-979273,-0.2306673100000003,Pd3Te1
mp-980052,-0.2327549158333335,In1Yb3
mp-980669,-0.2352709224999998,Co2Lu1Tm1
mp-981933,-0.2315581462500007,Na1Pb1Pd2
mp-982016,-0.2319930775000003,Ga1Tm3
mp-982883,-0.23165804965517245,Au7Cd16Na6
mp-983559,-0.2396291118749998,Ce1Pm1Zn2
mp-984713,-0.2410942699999996,Dy3Ga1
mp-984784,-0.235643115,Ba2Cd1Zn1
mp-987178,-0.23054580344827555,As1Mn1Rb1
mp-999059,-0.23576806333333436,Fe1Ga1Ti2
mp-999069,-0.2320405258333347,Al1Fe1Ti2
mp-1002114,-0.2286762793100001,H1V1
mp-10036,-0.22410507574999985,Al1C1Ce3
mp-10037,-0.22163146374999912,Al1C1Co3
mp-1004525,-0.2278882140384625,B12Sm1
mp-1005689,-0.219523312777778,Co2Ga1Sm6
mp-1006277,-0.22376438785714164,Ce1Co9Ga4
mp-1007657,-0.2187167225,Hf1Ru3
mp-1008511,-0.22107046250000015,Ba1Cu2Ga1
mp-1009086,-0.2190354985714276,Be1P2Sn1
mp-10145,-0.219138627777778,B2Yb1
mp-1017582,-0.21571248374999924,C1La1Pt3
mp-1017987,-0.21613604309500006,N1Tc3
mp-1018026,-0.22198761999999966,Ag1Li1
mp-1018668,-0.21580166666666695,Cd1Ce1Tl1
mp-1018669,-0.22338715333333367,Ce1Tl1Zn1
mp-1025344,-0.2285857042857141,Cr2Te4V1
mp-1030104,-0.22404579393229085,Mo1Se2Te6W3
mp-1029347,-0.22460860679333314,K1N1Pt1
mp-1029403,-0.220896671247471,Ge2N3Rb1
mp-1030331,-0.22163284833333327,Mo3Te8W1
mp-1063914,-0.21646372624999974,Co1Fe1Ge1V1
mp-1069270,-0.22118783947599996,N1Ni3Zn1
mp-1071536,-0.22250205666666645,Au1Sn1U1
mp-1072033,-0.21690668833333268,Ag1Cu4Dy1
mp-1072264,-0.2163619488888884,Ag1Cu4Tb1
mp-1077498,-0.2285519958333329,Ag1Cu4Er1
mp-1078010,-0.2220922966666668,Co1In5Y1
mp-1078142,-0.22639547666666715,Co1Dy1In5
mp-1078554,-0.21714640968499976,H4K1Na3
mp-1079070,-0.22423032249999952,Cu1Sb2U1
mp-1079468,-0.22040033999999986,Cu2Sn1Te4Zn1
mp-1079575,-0.2175947702083336,Co2In1Sm1
mp-1079679,-0.22232959274999972,Cd1K2Sn1
mp-1079886,-0.2183424421666672,B2C2Eu1
mp-1079938,-0.21570079750000026,Pd3Tl1
mp-1080746,-0.2283248069999999,Bi2Dy1Ni2
mp-1080797,-0.21758898060344836,Cs1Hg1
mp-1087471,-0.21956085867187447,Cu2Fe1Ge1Se4
mp-1091413,-0.21793880375000008,Cd1Cu2Sn1Te4
mp-1095604,-0.2219564775000009,Er1Tc2
mp-1095677,-0.2210497445833326,Np1Sb2
mp-1096805,-0.223249310625,Ag1Br1O2
mp-1100425,-0.22450599999999987,Cd1Li1Sb1
mp-1103877,-0.21856654678571427,Co3Ga1Nd3
mp-1103979,-0.2200960096428568,Nd5Ru2
mp-1104337,-0.22149475999999987,Sn6V6Y1
mp-1104488,-0.21691090071428576,Cu4Sn2Sr1
mp-11051,-0.22192730312499973,Na1Sn1
mp-1105186,-0.21841298431372488,B5Cu3Pt9
mp-1212567,-0.22471330482456128,Be17Hf2
mp-1106180,-0.22214214825000056,B3Re7
mp-11142,-0.2187776578571428,Cu9Si4Sr1
mp-11273,-0.22552753958333344,Be3Nb1
mp-11366,-0.21968493625000016,Cu2Zn1Zr1
mp-11558,-0.2261216775862067,Re24Sc5
mp-11621,-0.22573957666666605,Ni1Sb1Zn1
mp-11771,-0.2281648024218743,Co1Cu2Se4Sn1
mp-1178864,-0.21823603424999974,Br3O6V1
mp-1179595,-0.2219362016176468,O14Sb3
mp-1180947,-0.2269417770059656,C6K1N6O4Ru1Tb1
mp-1181713,-0.2251640810416665,Cd1Cr1Cu3Se4
mp-1182080,-0.21802978991333316,Ba1Ga1H4
mp-1182987,-0.22292563921400016,Ag1N3O6
mp-1183182,-0.22590981916666664,Ac1Mg1Zn2
mp-1183635,-0.22246580875,Cd3Pd1
mp-12083,-0.2278577099999985,Cr1Ir3
mp-1183758,-0.22806144062499945,Ce1Sm1Zn2
mp-1183815,-0.2252549699999995,Ag3Dy1
mp-1183996,-0.2252004327974997,Cu3F1
mp-1184165,-0.22624043625000034,Er3Ga1
mp-1184172,-0.22301795499999955,Ag3Er1
mp-1184515,-0.2242747870833348,Eu3In1
mp-1184590,-0.21929324124999994,Ho2Mg1Tl1
mp-1184605,-0.2246972708149999,Cl1Hg3
mp-1184670,-0.2228897412500004,Al1Hf3
mp-1184788,-0.2228071387500004,Ge1Rh3
mp-1185134,-0.2213650324999996,Cu2La1Yb1
mp-1185219,-0.2258240574999997,Ce1La1Zn2
mp-1185381,-0.21706943666666725,In2Li1Ni1
mp-1185499,-0.21880050499999992,Ag3Lu1
mp-1185520,-0.2217265375000004,Bi3Lu1
mp-1185985,-0.22062994875000008,Be2Mn1Ru1
mp-1186125,-0.2269349237500005,Cd2Na1Pd1
mp-1186141,-0.22080994624999994,Hg2Mg1Na1
mp-1186162,-0.22295877083333335,Cu3Na1Te2
mp-1186233,-0.2191370037500011,Nb1Ru2Sn1
mp-1186260,-0.2252795343749998,Au1Nd3
mp-1186389,-0.2171243650000001,Al1Fe2Pa1
mp-1186673,-0.22114103062499968,Ag2Pm1Zn1
mp-861910,-0.22222089624999966,Hg1Sc3
mp-1187194,-0.2275280410416673,Re1Ta2Ti1
mp-1187203,-0.2170290693750001,Re1Ta3
mp-1187530,-0.2253931697500001,Hg1O3Tl1
mp-1187710,-0.22021793374999987,Cd1Mg1Y2
mp-1187713,-0.21853960749999854,Ga1Os2V1
mp-1187724,-0.21845558749999935,Pt1U3
mp-1187816,-0.2277480374999996,Ag3Y1
mp-1188017,-0.2181647300000016,Sc1Tc2Zr1
mp-1189998,-0.2211123802500012,C3Gd2
mp-1190084,-0.22705261558823425,Ge6Os7Yb4
mp-1190397,-0.22505081055555584,Ag1In3Zr5
mp-1191131,-0.22155385282999995,H16Mg7Nb1
mp-1193230,-0.22449580517857215,Co9Ga4Nd1
mp-1194003,-0.22079083285714368,Hf9Mo4Si1
mp-1194133,-0.2164097736985704,C6Co1N6Pr1
mp-1194441,-0.22672123155172424,Ga16Os7Ti6
mp-1194548,-0.21960423593420247,B10C2H11
mp-1195666,-0.21777045108695636,Al20La1V2
mp-1197394,-0.2226854019047619,Cd45Tb11
mp-1197706,-0.2278683378705876,C4Cl6H4N2Te1
mp-582549,-0.2257615852380955,In2Te5
mp-1197990,-0.2281688632352934,Cd4Pr23Ru7
mp-1198811,-0.22230197791294035,C4Ca1Hg1N4O3S4
mp-1199197,-0.22291414957111044,C2H1N3
mp-1199358,-0.2222303389583331,Nd3Ni29Si4
mp-1199369,-0.2245693766128574,Br1C3H9Pt1
mp-1199582,-0.2200188471484381,C15Pr12Re5
mp-1199736,-0.22693831946428564,Cd45Y11
mp-1199776,-0.2284902871426184,C9H28I1N1Sn3
mp-1199827,-0.2166941981862749,Ba8Ge43
mp-1199912,-0.21787306521739125,Ce1Ir2Zn20
mp-1199967,-0.21993788722222185,Lu1Zn5
mp-1200740,-0.22346145405797094,Al20Ti2Yb1
mp-1201672,-0.22251933618690448,B5H20Na1Zn2
mp-1202230,-0.2156895771250001,Yb3Zn17
mp-1202352,-0.22262727414158506,B10C2H18S1
mp-1202646,-0.225546637073978,C2Cu1H6I1Se1
mp-1204034,-0.2272279384490625,C2Cl3O1S1Sb1
mp-1204713,-0.22449935556999967,B3H12Li1Zn1
mp-1204729,-0.2234387099056607,Al43W4Yb6
mp-1204969,-0.21811436361607128,Hg45Sm11
mp-1206151,-0.21656170499999927,Ce1Mn1Sn2
mp-1206278,-0.22444395847222207,Cu4In1Nd1
mp-1206366,-0.2273829155357152,Fe2Mn1P1
mp-1206422,-0.21771947020187452,H1Nb1Se2
mp-1206638,-0.22653705250000036,Au1Ni1Sn2
mp-1206820,-0.2262828757499989,C1Ho1Ru3
mp-1206824,-0.22737180839285795,Fe1Ga5Np1
mp-1206853,-0.2224981037500013,Fe1Rh2Sb1
mp-1207054,-0.22758779999999976,Ce1Co1Zn2
mp-1207678,-0.223445581,Bi4Rh3U3
mp-1207708,-0.2283483438461535,Al4Fe8Y1
mp-1207829,-0.21676534575471645,Al43Mn4Yb6
mp-1207924,-0.22626801999999915,Ga2Ge3U3
mp-1207928,-0.22733277687499956,Ga2Si3U3
mp-1208029,-0.2160761733333333,Mg1Ni1Tm4
mp-1208088,-0.2253633119231253,C1N1S1Tl1
mp-1208135,-0.22762915058823596,Fe2Pb3Tm12
mp-1208242,-0.22435570017241432,Be15Cu8Ti6
mp-1209947,-0.22284678431372534,Ru7Sc44
mp-1210082,-0.21695397574999967,Al5Fe9Nd6
mp-1210168,-0.22340745753906252,C15Mn5Nd12
mp-1210494,-0.21975524485294115,Cd4Ni7Pr23
mp-1210663,-0.21992915900000012,Ir3Mg7
mp-1211003,-0.21834004083333328,Lu4Mg1Ni1
mp-1211840,-0.22267426607142887,In6La1Ni7
mp-1211902,-0.2197171185833336,C1Fe9Ga4La1
mp-1211990,-0.2173373699062502,Ge8K7Na1
mp-1212052,-0.22084209111111144,Hg5In2Te8
mp-1212423,-0.21932852117647048,Fe2Ho12In3
mp-1212597,-0.2177586031666671,Cu2Hf2In1
mp-1212637,-0.2156705664759997,Fe3Ga1N1
mp-12128,-0.22542670583333324,In1Li2Mg1
mp-1212895,-0.21695152,Er12Fe2In3
mp-1213042,-0.2230624066666659,Gd4Mg1Ru1
mp-1214250,-0.21667605470200044,C2N2O1
mp-1214283,-0.22517156936555532,C5Cl4
mp-1214959,-0.21601582884765635,Ag9Al1Se6
mp-1215027,-0.2258026507692299,Al21Pt5
mp-1215187,-0.22384393499999908,Al4U1Zr1
mp-1215286,-0.22166046250000213,Fe1Mn1Zr1
mp-1215298,-0.2186805450000016,Fe4Ta1Zr1
mp-1215324,-0.21695683499999893,Co1V1Zr1
mp-1215371,-0.21652580500000104,Cu1Ni1Zr4
mp-1215759,-0.21925647312500016,Cu3Sb3Zr2
mp-1216321,-0.21565747666666604,Co1Ni1U1
mp-1216382,-0.22837589833333286,Cr1Si1V1
mp-1216513,-0.21893369999999912,Fe3Ga4V9
mp-1216542,-0.22156250214843756,Bi1Se1Te1Tl1
mp-1216803,-0.2261550039999996,Cu3Ge4Ni1U2
mp-1217007,-0.22468134095238126,Co3Tm4
mp-1217053,-0.22647484461538495,Fe10Si2U1
mp-1217168,-0.22546197933333476,Pd1Ti4
mp-1217327,-0.21997987166666635,Mn2Ni3Th1
mp-1217393,-0.218379642777778,Co2Ni4U3
mp-1217485,-0.22482287111111054,Al1Mn1Tb1
mp-1217591,-0.22244419476190475,Cd6Yb1
mp-1217850,-0.21588680916666667,Co1Ta1V1
mp-1217923,-0.22586832,Mo1Ni6Ta1
mp-1217985,-0.2269585999999997,Mn1Ta2V3
mp-1218043,-0.21659880166666548,Ni8Si1Ta3
mp-1218336,-0.224227328125,Ca1Sr1Zn2
mp-1219010,-0.22599534875,Al4Sm1U1
mp-1219065,-0.22147448374999948,Fe1Ni4Sm1
mp-1219123,-0.2202800675000004,Al1Fe1Sm1
mp-1219145,-0.21979249250000013,Mo2Re1Te4
mp-1219469,-0.21964126044921886,Pd6Sb1Se1
mp-1219496,-0.2229082743750004,Ru1Sb2Te1
mp-1219691,-0.22179135333333255,Al1Cu4Pr1
mp-1219746,-0.2223669739285715,Sc1Zn6
mp-1220090,-0.22384448285714287,Ni3Sb2Te2
mp-1220167,-0.22702131352941154,Ge2Ni11Te4
mp-1220196,-0.22345820374999992,Cu3Nd4Ni1
mp-1220197,-0.22521702625000015,Al1Cu4Nd1
mp-1220344,-0.22128231312500013,Al1Ge1Nb6
mp-1220381,-0.2184308368749992,Ga1Ge1Nb6
mp-1220678,-0.21778848000000176,Nb2Pd1
mp-1221540,-0.21964899066406215,Mn2S1Se1
mp-1222090,-0.2267606333333332,Ge2Mg6Si1
mp-1222110,-0.2243695208333326,Ga2Mn1Ni9
mp-1222139,-0.2257772154999998,Ag5Cd1Mg4
mp-1222152,-0.22608825300000002,Mg2Sb2Zn1
mp-1222181,-0.21733609719882285,Mn12N1Pt4
mp-1222208,-0.21578040833333312,Al2Cu4Mg3
mp-1222357,-0.22286488700000007,Ge3Li1Sb1Te5
mp-865666,-0.22661142374999965,Ag1Li2Tl1
mp-1223651,-0.21964537874999907,C13La20Os12
mp-1224805,-0.2182868906250004,Co4Ga3Ge1
mp-1224863,-0.22634452562499965,Co4Ga1Ge3
mp-1224884,-0.22608552331333226,Fe3Mo6N2Pt1
mp-1225027,-0.2258332062299999,Fe3Mo6N2Ni1
mp-1225057,-0.2269560970633317,Fe1Mo6N2Pd3
mp-1225075,-0.2172359016666663,B4Fe9Rh3
mp-1225207,-0.2230077641666668,B2Co3Fe3
mp-1225876,-0.22478137769230627,Cr4Dy1Ge6Mn2
mp-1225994,-0.2275041995312499,Co1Se1Te1
mp-1226048,-0.217666076666666,Co1Ni1Te4
mp-1226296,-0.216218214584822,Cr1Cu1P2Se6
mp-1226558,-0.2230697031060616,B4Co2Re5
mp-1226641,-0.22663776500000096,B3Co1Rh6
mp-1226857,-0.22598960250000036,Ce2Fe1Ru3
mp-1226982,-0.22553172034143815,B18C8Fe1H42N2S2
mp-1226995,-0.22867010249999944,Ce2Cu5Ni5
mp-1227346,-0.22286019375000032,Ag1Ca2Cu1
mp-1227409,-0.22510831874999934,As1Bi1Pd6
mp-1228756,-0.22107609437499945,As1Pb1Pd6
mp-1228763,-0.21776130461538493,Al8V5
mp-1228922,-0.22024211125000012,Al1Cr6Si1
mp-1228992,-0.2156901574999992,Al1Ge3Mo2
mp-1229140,-0.22099038054687486,Ag2Bi1Se4Sn1
mp-1229187,-0.2223728192968749,Ag4Hg3Se9Sn2
mp-12562,-0.22227778642857132,Au1Ce1Cu5
mp-12612,-0.2260739706666665,Ag2Ba3
mp-12678,-0.2253992758333325,Mn2Ta1
mp-1298,-0.22439407466666653,Au5K1
mp-13171,-0.21685967444444448,Cu1Mg1Y1
mp-1374,-0.21992278000000007,Re24Zr5
mp-1383,-0.22251637333333465,Co2U1
mp-13914,-0.21819910374999907,Co2Ge1Li1
mp-1408,-0.22025831499999995,Hg1Mg1
mp-1435,-0.22074988708333326,Sr1Zn5
mp-16227,-0.2206789979166667,Ge1Ni2Zn3
mp-16358,-0.2272736699999989,Ge1Ni2Zn1
mp-1734,-0.22030050041666654,Ca1Zn5
mp-17974,-0.21813546900000008,Hg2Na3
mp-570463,-0.2186200287499981,Co2Ta1
mp-19733,-0.2160866011111112,Ce2In1
mp-19741,-0.22638269437499936,C2Ce1Ni1
mp-19983,-0.22044575722222248,Cu1Sn1Ti1
mp-20033,-0.2255897100000004,Ir1Sn1
mp-20174,-0.22206238285714314,Ni3Sn4
mp-20214,-0.21862345250000012,Ga3U1
mp-20362,-0.21689672847599867,Mn3N1Ni1
mp-20365,-0.21580377343749912,Ge3Np1
mp-20405,-0.2267190650000005,Ga5V2
mp-20581,-0.21729493645833345,Ca3In1
mp-20602,-0.2174698059999997,Fe2Ge2U1
mp-20902,-0.22454178741815484,Ag1In1P2Se6
mp-21171,-0.22425154250000026,Co2Ga1Mn1
mp-21235,-0.22503461999999885,Ga1Mn2V1
mp-21237,-0.21670029625,Co1Ge1
mp-21381,-0.22422337500000025,Pb3Th1
mp-21398,-0.2250478516666671,Co1Ho1In5
mp-21628,-0.2164327422413796,As7Mn6Ni16
mp-22029,-0.2219759337499996,Ge1Mn1Ni2
mp-22154,-0.2260275188888888,Au1In2
mp-22197,-0.21740884749999975,Ni4Sn1U1
mp-22995,-0.22609779281249975,Ag3I1S1
mp-2393,-0.22859510375000006,Tl3Y1
mp-2396,-0.222103465,Co2Ho1
mp-2455,-0.21998388666666693,As2Os1
mp-2578,-0.21980944999999966,Ni1Te2
mp-259,-0.2275736749999986,Al1Mo3
mp-2631,-0.22190401333333296,Al5Ba4
mp-2675,-0.21935175499999932,Mg1Ni2
mp-27162,-0.21883548593750035,Co1Sc3
mp-27344,-0.2251383517993937,B2Be1H8
mp-27705,-0.2193539299999999,Li2Si1
mp-2775,-0.22287479600000001,Al4Sr1
mp-2780,-0.2253214877678573,Fe3Se4
mp-28551,-0.22326163813266647,C1H8N6
mp-28695,-0.22125829827199936,H3K1Si1
mp-29244,-0.22500034857142856,Cd2I1P3
mp-29373,-0.22246208799999972,Al1K1Sb4
mp-29374,-0.2269491355000005,Ga1K1Sb4
mp-29720,-0.2278878075961533,Li21Si5
mp-2994,-0.2178753315624995,Co2Ge3Te3
mp-30030,-0.2274093996666665,Ge2Ni7Zn6
mp-30073,-0.22246992235294188,Fe4La1Sb12
mp-30177,-0.21668602615384625,Al8Cr4Y1
mp-30179,-0.2217751271794868,Al31Mn6Ni2
mp-30184,-0.21897810662333347,C7H4O1
mp-3021,-0.2250723684375004,Fe2Se2Tl1
mp-30438,-0.22411173916666627,Be2Cr1
mp-30492,-0.2162542187500001,Cd1Na2Sn1
mp-30494,-0.22165323375000007,Cd3Sc1
mp-30551,-0.2251785025000004,Co2Fe1Ga1
mp-30569,-0.21954366275862028,Co23Zr6
mp-30713,-0.2242031907894734,Ho2Zn17
mp-30722,-0.22572907374999995,Hg3Sc1
mp-30963,-0.21716859763157897,Er2Zn17
mp-30973,-0.2253366703125,Bi2Ni3Se2
mp-31138,-0.22704708999999926,Mn1Pd3
mp-31321,-0.22256935774499986,C6La1N9
mp-31473,-0.2199241584444444,Hg7K2
mp-3161,-0.2169931399999996,Al1Li1Si1
mp-3715,-0.22001344916666632,Co1Ge1Te1
mp-388,-0.2256536687499997,Er1Pb3
mp-4475,-0.22212893843750053,Co2Se2Tl1
mp-4989,-0.21881090277777795,As1Cr1Ni1
mp-504760,-0.22130734576923095,Li10Pb3
mp-505372,-0.22762603611127,B4H16Np1
mp-518,-0.2224433073563197,Re24Ti5
mp-5284,-0.22862084000000066,Cr2Si2U1
mp-541979,-0.22251329535714248,Bi9I3Rh2
mp-542034,-0.2240533396666677,B6Co19Pr5
mp-542239,-0.21988015837643685,Cs5Hg19
mp-542316,-0.22131012164666566,Co2Mo3N1
mp-5510,-0.2275158599999997,Au2Si2U1
mp-567609,-0.22591646913952385,Al1C8H24P1Sn2
mp-567787,-0.22416639333333327,Ag2In1Li1
mp-568838,-0.22829757545454546,Hg4I7
mp-569136,-0.22427897996666676,Cu11K3Te16
mp-569900,-0.22495053000000026,Sc3Zn17
mp-570153,-0.2203816312745098,Mg44Rh7
mp-570900,-0.22270706246153849,K4Sn9
mp-571191,-0.2192277908333331,La1Zn11
mp-571425,-0.2228673455279507,Ag2Br6Hg7P8
mp-571510,-0.22196188538194409,B2C5Pr5
mp-573855,-0.2173774850000001,La7Ni3
mp-574148,-0.21594826972066605,K2N12Zn1
mp-579919,-0.2250356335649182,Cs2N12Zn1
mp-581805,-0.22858778569714186,Mo3N1Ni3
mp-582587,-0.2220866679220002,C2H6I1Sb1
mp-5874,-0.21774276249999974,Ag1Te1Tl1
mp-600217,-0.2266893132413056,Br1C5H10N3S2Se1
mp-605088,-0.2275490034683333,C8Ga1H19
mp-611153,-0.22072015562499914,Bi2Ca1Mn1
mp-613612,-0.2246182185714289,Fe4Ge2Yb1
mp-618788,-0.22783158890476235,Ba1Cu10P4
mp-623134,-0.2169408658333332,Cu2In1Zr1
mp-637204,-0.22180233392857115,Ce1Cu5Sn1
mp-638586,-0.22229501250000008,Pd13Te3
mp-642477,-0.2227647999999998,Fe1Ga12U4
mp-643092,-0.21624853999999955,Fe6Ga6U1
mp-644281,-0.2259891093577776,H16Mg7Ti1
mp-653586,-0.22067977702636396,Cl2Cu1N4S4
mp-654129,-0.22303806445982133,Ag1Ga1P2Se6
mp-672221,-0.2192768527586199,B6Co21W2
mp-672298,-0.21731614699999965,Eu1Ge2Mn2
mp-672335,-0.2169090593055548,In2Ni9Y1
mp-672702,-0.2179579388888892,In1Ni4U1
mp-676310,-0.22743528125,Ni2Sb1Te1
mp-680446,-0.21900458163903075,Br3Cu3P4Se4
mp-684829,-0.21986983093220414,Co27Se32
mp-684997,-0.2183111664615388,Ni23Te42
mp-685129,-0.2165701346452699,Co17Se20
mp-685941,-0.22407745729166664,In4Sb1Te3
mp-698518,-0.22041220861047567,C4H12Hg1N1Te3
mp-700,-0.22073413554687527,Ge1Se1
mp-706448,-0.22424690828767066,Al56Ge3Mn14
mp-708969,-0.21700616937118505,Br2C12H24N6P2Pd1
mp-738633,-0.2268895011515152,Ag1B10C6H26N1
mp-7396,-0.2281887487500001,Li3Tl1
mp-7558,-0.22280338222222126,Ge2Ta1
mp-7623,-0.22449214350000016,As4Mg1
mp-7898,-0.22358585650862065,As1Rb3
mp-8612,-0.22337058543750032,Sb2Se2Te1
mp-862725,-0.22619333000000094,Sc1Tc2W1
mp-862770,-0.2185662799999992,Ir1Tc3
mp-862932,-0.22005190083333348,Ag2In1Th1
mp-863717,-0.22002948,Ni1Pm2Ru1
mp-864946,-0.22100392499999974,Cu1Mn1Pd2
mp-865096,-0.2270970425000001,Ho1Na1Tl2
mp-865117,-0.2190023550000002,Er1Na1Tl2
mp-865128,-0.21966696750000006,Na1Sr2Tl1
mp-865315,-0.22013743874999925,Lu2Mg1Os1
mp-865362,-0.2175873987500001,Ir1Zn3
mp-865465,-0.22654219125000094,Co2Ge1V1
mp-865548,-0.2286168100000001,Co2In1Ti1
mp-865581,-0.22664293125000026,Dy1Li2Tl1
mp-865624,-0.21973411749999985,Ho1Li2Tl1
mp-865805,-0.2212608737500004,Co2Ta1Zn1
mp-865958,-0.2251731954166667,Ac1Ag2Tl1
mp-865963,-0.2248660874999997,Ag2Ga1Li1
mp-866058,-0.22562643875,Gd2Li1Ru1
mp-867222,-0.22753779625000006,Ca2Ir1Li1
mp-867272,-0.2223513174999998,Al1Cu2Li1
mp-867338,-0.2269196379166667,Ac1Ag2Cd1
mp-867847,-0.22231452749999914,La2Ru1Zn1
mp-867895,-0.2277663949999997,Cu1Ru1Sm2
mp-973682,-0.21735828729166684,B1Fe3
mp-974591,-0.2194246991682185,N1O1Rb4
mp-976397,-0.22698685314814784,Co2Ho3In4
mp-976595,-0.2254018858333331,In1Li1Lu2
mp-977390,-0.2159201387500005,Ru1Ta3
mp-977575,-0.2180535287500005,Mg1Ru2Sb1
mp-978929,-0.21745177166666615,Ac1Sr1Zn2
mp-980060,-0.2266127208333333,Ag3Tb1
mp-980647,-0.22199617499999924,Os2Th1Tm1
mp-983429,-0.21643227937499976,Dy1Pm1Ru2
mp-984744,-0.21638366187500055,Ca3Tl1
mp-984769,-0.2263516756249997,Ca1Cd1Tl2
mp-985440,-0.2259274710714285,Cr1Ga3P4
mp-995204,-0.2167969359754548,C6H4O1
mp-998919,-0.2282544275000005,Cd1Te2Tl1
mp-9998,-0.22223655250000007,As1Mo1
mp-1004756,-0.20551073596153915,B12Nd1
mp-10049,-0.2091579233333331,As1Mn1Ru1
mp-1007637,-0.21080999756000016,H2K1Na1
